,A,AraC,FucR,ExuR,AllR
ecoli_00598,-0.1334528629,-1.4080390575,-0.49809450800000005,0.70158894,1.004861466
ecoli_00599,0.1483152483,-0.8860762225000001,-1.4247112830000002,0.979824652,1.559653674
ecoli_00600,-2.0907614729,-1.7442039535,-1.458118901,0.640086881,-0.652293491
ecoli_00601,-1.0324931011,-1.3605191655,-0.815562298,0.466013752,-0.5575510450000001
ecoli_00602,-2.1965660855,-1.2599693324999999,-0.6845185730000001,1.044702912,-0.741004945
ecoli_00603,-1.5462797533,-1.4466234095,-0.6959006560000001,0.946564311,-0.9157978980000001
ecoli_00604,-2.004445178,-1.0281472125,-0.517135678,1.292390759,-0.23524715000000002
ecoli_00605,-1.5369666439,-1.2381739395,-0.913603833,0.956949318,-0.810143838
ecoli_00606,-2.7099379815,-1.5760039255,-0.20452886,1.035551814,-0.9146906020000001
ecoli_00607,-1.6328038672,-1.6079842295,0.429177735,1.465605872,-0.464492879
ecoli_00608,-1.9093015584000002,-1.0662768045,-0.390618674,1.330853242,-1.1355173060000001
ecoli_00609,-1.4346089494,-1.1695316975,-0.08725965200000001,1.657248191,-0.587471533
ecoli_00610,-1.734514595,-1.0804571265,-0.141641927,1.6065922270000002,-0.511652513
ecoli_00611,-1.2391076812,-1.1541126035,0.06554729200000001,1.190266227,-0.515765593
ecoli_00612,-1.3716899508,-1.4457053215,0.06831419200000001,1.938865983,-0.8101655120000001
ecoli_00613,-1.2199287216,-1.7146475755,0.003142779,1.8505884940000001,-0.7862701670000001
ecoli_00614,-1.201472985,-1.2163471055,-0.094924696,1.597257714,-0.7627829500000001
ecoli_00615,-2.0008832666,-0.9851767725,0.09991833300000001,1.367547389,-1.010568213
ecoli_00616,-0.7997333474,-1.0203168375,-0.11035315700000001,1.948970781,-0.758816856
ecoli_00617,-1.1506863316,-1.4573526035,-0.293275653,1.8385171599999999,-0.8964571160000001
ecoli_00618,-0.1561435209,-0.2175997305,-0.306378356,-0.202425026,-0.28088439800000004
ecoli_00619,-0.203572685,-0.0786577265,-0.24419794400000003,-0.146672098,-0.25622057800000003
ecoli_00620,2.1301935421,0.7932254525,0.26391959400000004,1.274735992,0.729976191
ecoli_00621,2.5287198624,0.6165997245,0.32125438,1.260104876,0.759976654
ecoli_00622,0.6116873348,0.1427919045,0.185387778,0.09747668300000001,-0.06256681
ecoli_00623,0.6601373731,0.1535068135,-0.016316412000000002,0.14542385100000002,-0.039810922000000006
ecoli_00624,1.8970976179,1.4776758955,0.277172423,0.679471385,0.076048038
ecoli_00625,2.0445632932,1.5083178305,0.181335206,0.73335097,-0.014239821000000001
ecoli_00626,0.4173188754,1.6738356195000001,0.158455382,0.457247371,-0.164959727
ecoli_00627,0.4718876583,1.5638155515,0.049747070000000004,0.453762824,-0.030761197
ecoli_00628,2.5173493614,2.1724559565,0.862667928,1.489356333,-0.163365497
ecoli_00629,3.3655607201,2.4301089545,0.9129046030000001,1.634424894,-0.306756745
ecoli_00630,1.154998333,0.8205419245000001,0.049737957000000006,0.616123473,0.240112601
ecoli_00631,1.4084610587,0.6731234595000001,0.198808125,0.6286130430000001,0.21767635600000002
ecoli_00632,1.2282064133000001,0.2442170445,0.20221852,0.376394514,-0.0031275350000000003
ecoli_00633,1.4858388157,0.4036443985,0.363980682,0.596613359,0.026473932000000002
ecoli_00634,0.7719557334,0.6106250145000001,0.27476680600000003,0.5968473990000001,-0.388675635
ecoli_00635,0.6428766797000001,0.3403214835,0.36849447300000004,0.533633043,-0.135646286
ecoli_00636,1.5676431070999999,0.1768247215,0.10908482,0.5497673150000001,0.32911515500000005
ecoli_00637,1.0073650693,0.0074628075,0.157435394,0.6100004130000001,-0.20143222400000002
ecoli_00638,1.1589843705,0.30050594750000004,0.120767257,0.17672699800000002,0.07034541500000001
ecoli_00639,0.8737876008000001,-0.0699710685,0.168816716,0.073713811,-0.054903102
ecoli_00640,2.6549678138,0.6025047155000001,0.216190143,0.6382497220000001,0.074824372
ecoli_00641,3.817040313,0.9929126165000001,0.5474804870000001,0.8350927610000001,0.056442915
ecoli_00642,1.4788610066,0.1116259435,-0.12779126200000002,0.503660415,-0.10598476600000001
ecoli_00643,1.2290100644,-0.0315085065,0.12102974300000001,0.668334388,-0.36570250400000004
ecoli_00644,0.9815755335,0.0798645335,-0.131325356,0.23569241,-0.067595506
ecoli_00645,0.9069315141000001,-0.14105296150000002,-0.209186064,0.148748025,-0.084176346
ecoli_00646,0.5178763165,0.1474345055,0.125460692,0.129100099,0.10397172
ecoli_00647,0.895961384,0.3901321045,0.19704206300000002,0.473108258,0.128919426
ecoli_00648,1.2036655848,0.3469431065,0.10159665,0.331217888,-0.08180877
ecoli_00649,0.8988736506,0.3903625455,0.080016613,0.24499146400000002,0.055760576000000006
ecoli_00650,0.6564408624,0.4070607775,0.18120702500000002,0.33096342,0.05907065500000001
ecoli_00651,0.6981521636,0.6162224975,0.21385367200000002,0.372586853,-0.026882314
ecoli_00652,1.3800854304999999,0.5245263225,-0.10064326600000001,1.130877496,0.496365437
ecoli_00653,1.0825243377,0.2706949925,-0.200047847,0.8305280730000001,0.13489259
ecoli_00654,1.1043271874,1.3498084055000001,0.302039463,0.214285953,0.055054650000000004
ecoli_00655,1.241960695,1.3367852225,0.23717910700000003,0.30662694300000004,0.045086105
ecoli_00656,1.3738066706,0.0229065765,-0.022225857,-0.011706320000000001,-0.066213004
ecoli_00657,1.175450211,-0.1452672845,-0.10344771700000001,0.007167139,-0.049608215000000004
ecoli_00658,0.5624721053,0.49462704350000003,-0.259286096,0.131785691,-0.411125037
ecoli_00659,0.34456314400000004,0.7058032415000001,0.10356659600000001,0.5039576640000001,-0.301816017
ecoli_00660,1.1843106541,0.6440651745,0.557645064,1.225497988,-0.130211289
ecoli_00661,1.84770512,0.6940621265,0.556353854,1.243664172,-0.0358101
ecoli_00662,0.5949728849,0.8216390025,0.10297544600000001,0.383644635,-0.5657420950000001
ecoli_00663,0.6006280404000001,0.7525139795,0.0529575,0.313984582,-0.0014495110000000001
ecoli_00664,2.8757555682,1.1879096015,0.673225866,1.392456276,0.144389175
ecoli_00665,3.0199650665,1.1779644335000001,0.7929400670000001,1.398923564,0.033811672
ecoli_00666,0.8216797357000001,0.4072032765,0.238739896,0.500891058,0.091279359
ecoli_00667,1.6881373091,1.1579564625,0.742373558,1.296911594,0.004967174
ecoli_00668,3.7085637711,1.8738791745,0.8881282070000001,1.454043478,0.151015336
ecoli_00669,1.8524111103,0.8522192905,0.18994371300000001,0.822160035,0.475808551
ecoli_00670,1.0262074427,0.2982845825,0.16379491200000001,0.675380979,0.19737963900000002
ecoli_00671,1.5500468105,0.2554184565,0.174712537,0.55906078,0.18184153800000002
ecoli_00672,1.4067889498000001,-0.0159790815,0.091258407,0.019421205,-0.10587046600000001
ecoli_00673,1.7633569756,0.4649928345,0.32788231500000004,1.018764587,-0.502683165
ecoli_00674,0.6609019468,1.5264052145,0.14752978800000002,0.618061127,0.129499278
ecoli_00675,0.8000748505,1.3929917805,0.251032921,0.578778254,-0.186678325
ecoli_00676,0.7535454155,0.0930755825,-0.07832615500000001,0.309002936,-0.305596766
ecoli_00677,0.8506320698000001,0.0945093555,-0.064263209,0.25466039500000004,-0.068722473
ecoli_00678,2.5259860296000003,0.28096272650000004,-0.11898069800000001,0.676598168,0.30451372400000004
ecoli_00679,2.2401467459,0.2883611485,-0.014902607000000002,0.5736271270000001,0.35212066000000003
ecoli_00680,1.4780259216,2.0705240015,0.438066964,0.611561401,0.078514314
ecoli_00681,1.5199904494,1.9807195785,0.5165548,0.797085833,-0.005076005000000001
ecoli_00682,1.2993658601,0.7982525235,0.205350361,0.470105101,0.092748882
ecoli_00683,1.0838675495,0.6181401485,0.30782680700000004,0.47258871,0.11787542100000001
ecoli_00684,0.9091609848000001,0.7968194055000001,0.207620239,0.238127258,-0.08756999500000001
ecoli_00685,1.6082466032,0.9931537015,0.324933807,0.50935249,-0.082671478
ecoli_00686,1.2937317386,1.1009141175,0.115401314,0.40566745400000004,-0.44494544500000005
ecoli_00687,2.3817034069,1.2897427225,0.32547480700000003,0.5657196170000001,-0.360958263
ecoli_00688,0.7243375116,0.0765541265,-0.329708779,0.040503664,-0.333057802
ecoli_00689,0.1485396248,0.041530304500000004,-0.296760858,-0.012819329,-0.247325867
ecoli_00690,1.1976279925,0.0009289415,-0.532679115,0.322168699,0.683729758
ecoli_00691,1.3973712934,0.0864242105,-0.6126680010000001,0.461431782,0.7080944450000001
ecoli_00692,0.9245101103000001,0.5173050115,-0.29549593,0.75047191,0.719083663
ecoli_00693,1.467801092,0.7597951245,-0.198043138,1.040569027,0.456644408
ecoli_00694,2.88850083,1.7449295525,0.701785789,1.09961873,0.26585428
ecoli_00695,3.7739041003000002,2.1249571595,0.743479215,1.181968322,0.15245541
ecoli_00696,1.6027074055,0.21811885050000002,-0.113032511,0.952650113,0.399141813
ecoli_00697,1.6829374627,0.20801652750000002,-0.363820289,0.850462428,0.539683342
ecoli_00698,1.0300400373,1.8850894535,0.26121157700000003,0.6132489250000001,-0.359365368
ecoli_00699,1.2215733122,1.8082755385,0.5560431880000001,0.699943461,-0.318242475
ecoli_00700,0.6771874224000001,1.2696282525,0.26451647500000003,0.428887532,-0.10656731800000001
ecoli_00701,0.8148806393,1.1500191655,0.17934222700000002,0.457020849,-0.224780833
ecoli_00702,1.8558009108,1.0095336585,0.529562569,0.790746932,-0.08444615
ecoli_00703,2.231400206,1.1402191605,0.804212247,0.955846371,-0.026647379000000002
ecoli_00704,0.5320474025,0.3335181405,0.158757751,0.15886572100000002,0.0024381850000000003
ecoli_00705,0.5124464221,0.1739593535,0.010301665,0.201242114,0.011077631000000001
ecoli_00706,0.7709595362,0.1908578495,-0.117922751,0.07919949400000001,-0.5967928410000001
ecoli_00707,0.49565307940000003,0.0666335815,-0.039934136,-0.034650001,-0.38706638400000004
ecoli_00708,1.1267483222,0.1509879005,0.102673315,0.23563485,0.09667956100000001
ecoli_00709,1.102183732,0.0594100885,0.270831038,0.366518357,-0.547564802
ecoli_00710,1.2664913889,1.1519522014999999,0.243532077,0.35332728100000005,0.140199494
ecoli_00711,1.6482061902,1.1715172955,0.20328284900000002,0.6558653550000001,0.222802665
ecoli_00712,1.4074967239,0.6390483135,0.250580536,0.322970754,0.09809395700000001
ecoli_00713,1.0475773727,0.6639194595,0.15746835,0.31880019800000003,0.142829444
ecoli_00714,3.0292844461,0.5681009475000001,0.072633023,1.149656874,0.448881872
ecoli_00715,2.4259179146,0.6896395735,0.276852452,1.108519993,0.449920301
ecoli_00716,0.39140571090000004,-0.2792726235,-0.187877805,-0.09020188900000001,0.19280919600000002
ecoli_00717,0.1452949779,-0.3267342505,-0.25768807600000004,-0.16824565900000002,0.034186172
ecoli_00718,-0.1144097146,-0.3697460105,-0.38920908600000004,-0.427599732,-0.13569746500000002
ecoli_00719,-0.40370054200000005,-0.5595292485,-0.531879659,-0.49485131,-0.060889946
ecoli_00720,-0.2532246869,-0.3404437125,-0.382471867,-0.270354252,-0.141896018
ecoli_00721,0.1641444299,-0.3578066845,-0.28454491600000004,-0.334457777,-0.16730101800000002
ecoli_00722,1.1178507102,1.1413074315,0.37736090800000005,0.697120297,0.6019214740000001
ecoli_00723,2.08657578,1.3526844465,0.80742866,0.427041846,0.653820645
ecoli_00724,2.5729076087,0.8205054805,0.189121482,-0.25348281300000003,0.019068447000000002
ecoli_00725,1.6884420843,0.5003608875000001,0.184581392,-0.25730289500000003,0.097350264
ecoli_00727,2.0871774736,0.5901708915,0.553465662,0.04417222,0.308789701
ecoli_00728,1.8462078143,0.5041945875,0.26739854,-0.277254624,-0.15900625300000001
ecoli_00729,1.067417417,0.0332774575,0.076833727,-0.35810719999999996,-0.15021785
ecoli_00730,2.1249122093,0.0886144055,0.236596239,-0.189164622,0.036303885
ecoli_00731,1.1427383321,-0.0865284075,-0.327051702,-0.41815189500000005,-0.053612176000000004
ecoli_00732,1.4364962201,-0.1837974295,-0.12111464100000001,-0.261034473,-0.020149741000000002
ecoli_00733,2.5019144453999997,0.7816433965,0.48593708500000005,0.05126555,-0.012858623000000001
ecoli_00734,2.1024264592,0.5888592245000001,0.283499304,-0.10984596,0.07003118200000001
ecoli_00735,2.8590547967,0.5190374585,0.570611288,0.0010806890000000001,0.16345600700000001
ecoli_00736,2.9325985812,0.3273125315,0.13099169900000002,-0.079794661,0.11455727
ecoli_00737,0.42037857900000003,0.7138012315000001,0.6241566780000001,0.072396735,0.196259762
ecoli_00738,0.0825355247,0.3955051915,0.34418502700000003,-0.017618803000000002,0.060442883
ecoli_00739,2.5555392615,0.1586221455,0.233675456,0.040721668,0.063661877
ecoli_00740,2.5685407925,0.11352545950000001,0.059750882000000005,-0.17807477700000002,0.064971007
ecoli_00741,2.6364063928,0.4646307425,0.531934182,0.36496292700000005,0.351925857
ecoli_00742,2.3173049076,0.6127815975,0.46174507800000003,0.9241292280000001,0.376549316
ecoli_00743,0.8342346820000001,-0.2790324315,-0.140504404,-0.062650887,0.49485678400000005
ecoli_00744,0.3226400175,-0.0752962685,-0.07302533800000001,-0.25303720500000004,0.528070141
ecoli_00745,0.2596583677,-0.31672413650000003,-0.30981983300000004,-0.33698525300000004,0.263774302
ecoli_00746,0.1652389316,-0.3420901885,-0.154510159,-0.236744855,0.3097101
ecoli_00747,0.0179110492,-0.3558052065,-0.174573901,-0.23248816400000002,0.26533206
ecoli_00748,0.125391901,-0.3888784635,-0.40395645,-0.133242661,0.281507108
ecoli_00749,3.0696864949,0.8829874645,-0.301928385,0.9548196910000001,-0.101205318
ecoli_00750,3.8480212372,0.8552748745000001,-0.158935024,0.737942744,-0.34748581300000003
ecoli_00751,1.3994730985000001,-0.5285299285,-0.396839512,-0.21731442,0.283773379
ecoli_00752,1.3844517119,-0.5887917735,-0.354516106,-0.281734666,0.298444582
ecoli_00753,0.0899774088,-0.2915026965,-0.35549096300000005,-0.6012283700000001,-0.27892606200000003
ecoli_00754,0.13652723090000002,-0.44265937450000004,-0.38747669500000004,-0.7154668550000001,-0.182317054
ecoli_00755,1.9794590252000002,-0.9387410355,-1.05096487,-0.920067395,-0.69588953
ecoli_00756,1.8638210033,-1.0557690895,-0.9474032280000001,-0.83261193,-0.4037806
ecoli_00757,-0.3452829783,-0.5711332285,-0.48131946900000006,-0.6929320290000001,-0.17971809200000002
ecoli_00758,0.0837758048,-0.5988594725,-0.14918361,-0.55094145,-0.062097718
ecoli_00759,1.7693572034,0.5171904025,0.372196369,0.15038858200000002,0.2243875
ecoli_00760,1.8478184241000002,-0.0780968945,-0.08602967,0.10342216100000001,0.39756387800000004
ecoli_00761,0.09363172,-0.4209441765,-0.48921095900000006,-0.416917384,0.01953596
ecoli_00762,0.1511251982,-0.44159008850000003,-0.24470386400000002,-0.382447197,-0.106183389
ecoli_00763,-0.053045890500000005,-0.4475138745,-0.24673581700000002,-0.53825592,-0.10005005900000001
ecoli_00764,-0.2421656758,-0.5155462015,-0.019336459,-0.522789642,-0.012884325
ecoli_00765,-0.1531050131,-0.43848277750000003,-0.39268827300000003,-0.535486403,0.08292737900000001
ecoli_00766,0.191611248,-0.6796721145,-0.23026384900000002,-0.576963711,-0.012701899999999999
ecoli_00767,4.9829162385,1.8392101775,1.356901056,0.496416363,0.138813938
ecoli_00768,5.1103414225,1.9231538885,1.407462641,0.207034571,0.27995679900000003
ecoli_00769,1.3249626283,0.4744729475,0.48386766900000006,-0.317447341,0.06426870500000001
ecoli_00770,1.5362601578000001,0.40957284450000003,0.5498302810000001,-0.39950477500000003,-0.016084551000000002
ecoli_00771,2.4313523831,0.9046907555,0.8221191170000001,-0.273676207,0.13562736
ecoli_00772,2.4050571033,0.9764820205,0.784232511,-0.18192239600000001,0.134749854
ecoli_00773,1.4044165826000001,0.5191207155,0.332223794,-0.132418859,0.280672494
ecoli_00774,0.8736371340000001,0.3332120195,0.32132378300000003,0.042173839000000005,0.42276310100000003
ecoli_00775,1.7937465871,0.5983023265,0.445145467,-0.106184866,0.055755814
ecoli_00776,1.7361280910999999,0.6729361045000001,0.445541234,-0.056576945000000003,0.119100802
ecoli_00777,0.033902532900000004,-0.21473242750000002,-0.306192369,-0.29498696500000005,-0.24390244800000002
ecoli_00778,0.6077660923,-0.046265136500000005,-0.47218533,-0.25119013100000004,-0.218688969
ecoli_00779,0.0457432314,-0.7562723765,-0.581171466,0.272870885,-0.330669535
ecoli_00780,-0.12369974110000001,-0.5290717325000001,-0.386440434,0.25664521300000004,-0.241229346
ecoli_00781,0.8440241945,0.4083090895,-0.06669166700000001,-0.265526321,-0.10499576000000001
ecoli_00782,1.1124626371,0.2869548995,-0.044952118000000006,-0.22449111600000002,-0.060891876000000004
ecoli_00783,-0.1855650181,0.0956797145,-0.19916150200000002,-0.164175562,0.010367394
ecoli_00784,0.4221749394,0.5792596315,-0.11352793400000001,0.143333381,-0.021430651000000002
ecoli_00785,0.8595082122000001,0.3871576245,-0.07665345800000001,0.191175114,-0.112250002
ecoli_00786,0.6007731014000001,0.0807853745,-0.13601754300000002,0.118933203,-0.13678325700000002
ecoli_00787,-0.3891574373,0.5160650385000001,0.021093712,0.19198600200000002,0.21101597300000002
ecoli_00788,-0.3666352553,0.30747470450000003,-0.125005621,0.066580868,0.17635208400000002
ecoli_00789,-0.2672562035,0.0160673695,-0.038307772000000004,-0.34093390300000004,-0.15049025800000002
ecoli_00790,-0.1466982932,0.2308145365,-0.112382145,-0.198328009,-0.056372448000000006
ecoli_00791,-1.0536977841,-0.1862218115,-0.125338354,-0.411191425,0.110149278
ecoli_00792,-1.0750098881,0.2969244165,0.053778651000000004,-0.058477321000000006,0.49995979999999995
ecoli_00793,0.19917071190000002,0.0801376355,-0.146166169,-0.27595194,-0.105458777
ecoli_00794,-0.2818295323,0.08188756750000001,-0.16592252500000002,-0.238824574,-0.072376517
ecoli_00795,-0.0987594118,0.2746256785,0.126823347,-0.08815336,0.17923539
ecoli_00796,-0.6008572519000001,0.20164503450000001,0.145035255,-0.11880855300000001,0.259756044
ecoli_00797,-2.1746162957,-0.1549049365,0.070389809,0.5679727050000001,0.041431146
ecoli_00798,-2.5845395256,-0.0329098985,0.26353822,-0.42265424300000004,0.41213419500000004
ecoli_00799,-1.3332673559,0.2381707435,0.14570760500000002,0.21001419200000002,-0.065411146
ecoli_00800,-0.2658214,0.1418347435,0.065748208,0.6508107280000001,0.042655651
ecoli_00818,-0.5659435937,0.1393658065,0.274003163,0.39521436200000004,0.516528435
ecoli_00819,-0.34760042950000003,-0.020321415500000002,0.006246073,0.253347814,0.35159280800000003
ecoli_00820,0.5066736382,0.5876047615000001,0.40236997300000005,0.976173786,-0.323272661
ecoli_00821,0.5909481221,0.7043515515000001,0.437525904,1.13022741,-0.110296773
ecoli_00822,0.4521313314,0.2767216945,0.20995829,0.227238991,0.173827889
ecoli_00823,0.3996639085,0.1934285185,0.21403539700000002,0.219884407,0.21288741100000003
ecoli_00824,-0.3127453803,-0.0147550135,-0.029430269000000002,0.289646985,0.14191357400000001
ecoli_00825,0.6324430621,0.0642561665,0.215963905,0.087593048,0.14571994300000002
ecoli_00826,-0.2916793056,0.20130959650000002,0.180661491,0.12602628100000002,0.410421582
ecoli_00827,-0.1856160886,0.2458636845,0.24203427400000002,0.08276021700000001,0.37327432600000005
ecoli_00828,-0.34221251540000003,0.21934601750000002,0.275674587,0.22310844500000002,0.193232118
ecoli_00829,-0.9073493968,0.23641227350000002,0.0723371,0.212093324,0.21674096
ecoli_00830,-0.656799939,0.14866266150000002,0.158804503,0.31388453800000005,0.49535481700000006
ecoli_00831,-0.4857093978,0.3293455495,0.32694463100000004,0.367809671,0.5085481980000001
ecoli_00832,-0.0878451107,0.35136866850000004,-0.323553085,1.11293171,0.6581881260000001
ecoli_00833,-0.0358191094,0.5420208395,-0.60394211,1.035460695,1.546313906
